codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao
29955,ACIDENTE,"PERDA DE CONTROLE EM VOO",TORIXORÉU,MT,BRASIL,****,2007-08-01,18:25:00,SIM,SERIPA-6,FINALIZADA,A-014/CENIPA/2009,1,2009-03-09,8,1,NULL,2016-07-30
51394,ACIDENTE,"FALHA DO MOTOR EM VOO","FOZ DO IGUAÇU",PR,BRASIL,****,2014-05-10,20:00:00,SIM,SERIPA-5,FINALIZADA,A-097/CENIPA/2014,1,2015-06-06,0,1,NULL,2016-07-30
32156,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","FOZ DO IGUAÇU",PR,BRASIL,SSHS,2008-01-30,18:00:00,SIM,SERIPA-5,FINALIZADA,IG-062/CENIPA/2010,1,2010-07-05,5,1,NULL,2016-07-30
34495,ACIDENTE,"FALHA DO MOTOR EM VOO","FOZ DO IGUAÇU",PR,BRASIL,****,2008-11-30,13:40:00,SIM,SERIPA-5,FINALIZADA,A-046/CENIPA/2010,1,2010-06-10,1,1,NULL,2016-07-30
51991,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE","FOZ DO IGUAÇU",PR,BRASIL,****,2014-07-28,17:30:00,SIM,SERIPA-5,ATIVA,A-129/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
46415,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE","FOZ DO IGUAÇU",PR,BRASIL,SSHS,2012-09-25,14:35:00,SIM,SERIPA-5,FINALIZADA,A-558/CENIPA/2015,1,2016-04-22,2,1,NULL,2016-07-30
50453,ACIDENTE,"PANE SECA","FOZ DO IGUAÇU",PR,BRASIL,****,2013-12-16,19:42:00,SIM,SERIPA-5,FINALIZADA,A-224/CENIPA/2013,1,2015-02-09,0,1,NULL,2016-07-30
52674,ACIDENTE,"FALHA DO MOTOR EM VOO",PIRACURUCA,PI,BRASIL,****,2014-09-02,19:00:00,SIM,SERIPA-2,ATIVA,A-154/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
38657,ACIDENTE,"PERDA DE CONTROLE EM VOO","TRÊS LAGOAS",MS,BRASIL,SWKF,2009-10-17,14:00:00,SIM,SERIPA-6,FINALIZADA,A-029/CENIPA/2012,1,2012-03-22,1,1,NULL,2016-07-30
48876,ACIDENTE,"POUSO SEM TREM","TRÊS LAGOAS",MS,BRASIL,SSTL,2013-06-24,13:45:00,SIM,SERIPA-4,FINALIZADA,A-116/CENIPA/2013,1,2016-03-18,0,1,NULL,2016-07-30
38840,ACIDENTE,"COLISÃO COM OBSTÁCULO NO SOLO","TRÊS LAGOAS",MS,BRASIL,****,2009-11-13,10:30:00,SIM,SERIPA-4,FINALIZADA,A-014/CENIPA/2012,1,2012-02-22,2,1,NULL,2016-07-30
39727,"INCIDENTE GRAVE","COM TREM DE POUSO","VÁRZEA GRANDE",MT,BRASIL,SBCY,2010-02-23,20:42:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45417,ACIDENTE,"POUSO BRUSCO","VÁRZEA GRANDE",MT,BRASIL,****,2012-01-31,14:15:00,SIM,SERIPA-6,FINALIZADA,A-078/CENIPA/2013,1,2013-11-27,0,1,NULL,2016-07-30
52554,"INCIDENTE GRAVE","COM TREM DE POUSO","VÁRZEA GRANDE",MT,BRASIL,SBCY,2014-09-30,11:15:00,SIM,SERIPA-6,ATIVA,IG-165/CENIPA/2014,NULL,NULL,0,1,1,2016-07-30
38959,"INCIDENTE GRAVE","PERDA DE COMPONENTE EM VOO","VÁRZEA GRANDE",MT,BRASIL,****,2009-12-12,19:20:00,SIM,SERIPA-6,FINALIZADA,IG-069/CENIPA/2013,1,2013-12-17,1,1,NULL,2016-07-30
34038,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO",PIRIPIRI,PI,BRASIL,****,2008-06-13,16:33:00,SIM,SERIPA-2,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
43729,ACIDENTE,INDETERMINADA,XINGUARA,PA,BRASIL,****,2010-08-22,15:30:00,SIM,SERIPA-1,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
45049,ACIDENTE,"FALHA DO MOTOR EM VOO","CONCEIÇÃO DO COITÉ",BA,BRASIL,****,2011-09-07,10:20:00,SIM,SERIPA-2,FINALIZADA,A-519/CENIPA/2015,1,2015-06-06,1,1,NULL,2016-07-30
53110,ACIDENTE,"FALHA DO MOTOR NO SOLO",GOIOERÊ,PR,BRASIL,****,2015-02-16,19:50:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
27834,ACIDENTE,"PERDA DE COMPONENTE EM VOO",PINHEIRO,MA,BRASIL,****,2006-10-02,20:30:00,SIM,SERIPA-1,FINALIZADA,A-033/CENIPA/2009,1,2009-07-31,5,1,NULL,2016-07-30
53571,ACIDENTE,"PERDA DE CONTROLE NO SOLO",GARIBALDI,RS,BRASIL,SSGA,2015-11-21,19:30:00,SIM,SERIPA-5,ATIVA,A-155/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
45286,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CONDEÚBA,BA,BRASIL,SIPO,2011-11-14,22:00:00,***,SERIPA-2,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
43463,"INCIDENTE GRAVE","PANE SECA",GOIÂNIA,GO,BRASIL,****,2010-12-09,14:35:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53494,ACIDENTE,"PERDA DE CONTROLE NO SOLO",GOIÂNIA,GO,BRASIL,SBGO,2015-09-05,14:00:00,SIM,SERIPA-6,ATIVA,A-123/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
44880,ACIDENTE,"POUSO BRUSCO",GOIÂNIA,GO,BRASIL,SWNV,2011-07-26,12:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52943,"INCIDENTE GRAVE","TRÁFEGO AÉREO",GOIÂNIA,GO,BRASIL,****,2014-01-20,11:45:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,2,NULL,2016-07-30
28053,ACIDENTE,"PERDA DE CONTROLE EM VOO",GOIÂNIA,GO,BRASIL,SBGO,2006-11-16,12:58:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52231,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SBGO,2014-09-13,21:14:00,SIM,SERIPA-6,ATIVA,IG-156/CENIPA/2014,NULL,NULL,0,1,1,2016-07-30
45932,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SBGO,2012-06-06,14:05:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
36346,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,SBGO,2008-10-08,21:05:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
28795,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,SBGO,2007-04-04,14:06:00,SIM,SERIPA-6,FINALIZADA,A-577/CENIPA/2014,1,2014-08-15,0,1,NULL,2016-07-30
45311,ACIDENTE,INDETERMINADA,GOIÂNIA,GO,BRASIL,****,2011-12-24,13:45:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45061,ACIDENTE,"COLISÃO COM OBSTÁCULO NO SOLO",GOIÂNIA,GO,BRASIL,SBGO,2011-09-28,12:35:00,SIM,SERIPA-6,FINALIZADA,A-030/CENIPA/2014,1,2014-06-16,2,1,NULL,2016-07-30
44539,ACIDENTE,"PANE SECA",GOIÂNIA,GO,BRASIL,****,2011-05-22,15:30:00,SIM,SERIPA-6,FINALIZADA,A-091/CENIPA/2012,1,2012-08-29,3,1,NULL,2016-07-30
44188,ACIDENTE,"OUTROS TIPOS",GOIÂNIA,GO,BRASIL,****,2011-03-31,14:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53324,ACIDENTE,"PANE SECA",GOIÂNIA,GO,BRASIL,SWNV,2015-06-11,17:55:00,SIM,SERIPA-6,FINALIZADA,A-086/CENIPA/2015,1,2016-06-03,0,1,NULL,2016-07-30
49117,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SWNV,2013-07-06,15:25:00,SIM,SERIPA-6,FINALIZADA,IG-126/CENIPA/2013,1,2014-04-28,0,1,NULL,2016-07-30
49473,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,****,2013-08-19,19:00:00,SIM,SERIPA-6,FINALIZADA,A-148/CENIPA/2013,1,2014-03-17,0,1,NULL,2016-07-30
43994,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,****,2011-03-04,14:45:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,1,2016-07-30
48803,ACIDENTE,"PERDA DE CONTROLE NO SOLO",GOIÂNIA,GO,BRASIL,SWNV,2013-06-21,17:20:00,SIM,SERIPA-6,FINALIZADA,A-115/CENIPA/2013,1,2013-07-16,0,1,1,2016-07-30
53486,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",GOIÂNIA,GO,BRASIL,SBGO,2015-09-19,13:20:00,SIM,SERIPA-6,ATIVA,IG-124/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
40127,"INCIDENTE GRAVE","ESTOURO DE PNEU",GOIÂNIA,GO,BRASIL,SBGO,2009-09-02,21:15:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
45047,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,SBGO,2011-09-14,17:10:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,3,1,NULL,2016-07-30
45127,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SWNV,2011-10-09,19:10:00,SIM,SERIPA-6,ATIVA,IG-593/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
46564,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,SWNV,2012-11-03,16:50:00,SIM,SERIPA-6,FINALIZADA,A-033/CENIPA/2014,1,2014-06-16,0,1,NULL,2016-07-30
35555,ACIDENTE,"OUTROS TIPOS",GOIÂNIA,GO,BRASIL,****,2009-03-12,18:15:00,SIM,SERIPA-6,FINALIZADA,A-015/CENIPA/2011,1,2011-06-27,0,1,NULL,2016-07-30
27952,ACIDENTE,"PERDA DE CONTROLE EM VOO",GOIÂNIA,GO,BRASIL,****,2006-11-19,15:00:00,SIM,SERIPA-6,FINALIZADA,A-514/CENIPA/2016,1,2016-06-06,0,1,NULL,2016-07-30
46865,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SBGO,2013-01-25,13:55:00,SIM,SERIPA-6,FINALIZADA,IG-017/CENIPA/2013,1,2014-04-28,1,1,NULL,2016-07-30
49618,"INCIDENTE GRAVE","VAZAMENTO DE OUTROS FLUÍDOS",GOIÂNIA,GO,BRASIL,SBGO,2013-08-31,12:33:00,SIM,SERIPA-6,FINALIZADA,"IG-157/CENIPA/2013 ",1,2016-07-22,4,1,NULL,2016-07-30
44845,"INCIDENTE GRAVE","COLISÃO COM OBSTÁCULO NO SOLO",GOIÂNIA,GO,BRASIL,SWNV,2011-07-16,13:00:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
38645,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,****,2009-10-06,11:15:00,SIM,SERIPA-6,FINALIZADA,A-569/CENIPA/2014,1,2014-09-29,1,1,NULL,2016-07-30
49931,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SWNV,2013-10-09,16:30:00,SIM,SERIPA-6,FINALIZADA,IG-178/CENIPA/2013,1,2016-06-03,0,1,NULL,2016-07-30
42565,ACIDENTE,"PANE SECA",GOIÂNIA,GO,BRASIL,****,2010-08-13,21:00:00,SIM,SERIPA-6,FINALIZADA,A-085/CENIPA/2011,1,2011-09-23,6,1,NULL,2016-07-30
41177,ACIDENTE,"PERDA DE CONTROLE NO SOLO",GOIÂNIA,GO,BRASIL,****,2010-05-20,20:05:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
53263,ACIDENTE,"POUSO BRUSCO",GOIÂNIA,GO,BRASIL,SWNV,2015-05-08,11:00:00,SIM,SERIPA-6,FINALIZADA,A-069/CENIPA/2015,1,2016-04-22,0,1,NULL,2016-07-30
53466,ACIDENTE,"COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SWNV,2015-08-27,14:00:00,SIM,SERIPA-6,ATIVA,A-117/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
46702,ACIDENTE,"PERDA DE CONTROLE EM VOO",GOIÂNIA,GO,BRASIL,SWNV,2012-12-11,17:00:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
53428,"INCIDENTE GRAVE","POUSO BRUSCO",GOIÂNIA,GO,BRASIL,SWNV,2015-08-06,11:35:00,SIM,SERIPA-6,ATIVA,IG-109/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
46200,ACIDENTE,"FALHA DO MOTOR EM VOO",GOIÂNIA,GO,BRASIL,SWNV,2012-08-02,12:40:00,SIM,SERIPA-6,FINALIZADA,A-531/CENIPA/2014,1,2015-07-15,0,1,NULL,2016-07-30
45754,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",GOIÂNIA,GO,BRASIL,SWNV,2012-03-30,14:30:00,SIM,SERIPA-6,FINALIZADA,IG-097/CENIPA/2013,1,2013-10-21,0,1,1,2016-07-30
45098,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SBGO,2011-09-17,14:45:00,SIM,SERIPA-6,ATIVA,IG-588/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
43294,ACIDENTE,"PERDA DE CONTROLE EM VOO",GOIÂNIA,GO,BRASIL,****,2010-11-22,18:30:00,SIM,SERIPA-6,FINALIZADA,A-135/CENIPA/2011,1,2011-12-21,9,1,NULL,2016-07-30
40213,"INCIDENTE GRAVE","COM TREM DE POUSO",GOIÂNIA,GO,BRASIL,SWNV,2010-04-09,21:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52271,ACIDENTE,"COLISÃO COM OBSTÁCULO NO SOLO",GOIANIRA,GO,BRASIL,****,2014-08-23,13:30:00,SIM,SERIPA-6,ATIVA,A-143/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
44531,ACIDENTE,"PANE SECA",CAIABU,SP,BRASIL,****,2011-04-01,12:30:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
44855,ACIDENTE,"CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO","JARAGUÁ DO SUL",SC,BRASIL,****,2011-07-15,12:25:00,SIM,SERIPA-5,ATIVA,A-543/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
26610,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","NOVA MARINGÁ",MT,BRASIL,SWCY,2006-03-24,15:30:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
43503,ACIDENTE,"COM COMANDOS DE VOO",JOAÇABA,SC,BRASIL,****,2010-11-09,13:25:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
39255,ACIDENTE,"PERDA DE CONTROLE EM VOO",GUAPIRAMA,PR,BRASIL,****,2009-10-11,21:35:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
50292,ACIDENTE,"PERDA DE CONTROLE EM VOO",JOINVILLE,SC,BRASIL,SBJV,2013-10-22,19:40:00,SIM,SERIPA-5,FINALIZADA,A-192/CENIPA/2013,1,2014-03-17,1,1,NULL,2016-07-30
27531,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",JOINVILLE,SC,BRASIL,****,2006-08-20,13:00:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
44793,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",JOINVILLE,SC,BRASIL,****,2011-06-10,15:15:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
43091,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JOINVILLE,SC,BRASIL,SBJV,2010-07-25,15:10:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
52988,ACIDENTE,"POUSO BRUSCO",JOINVILLE,SC,BRASIL,SBJV,2015-02-03,17:45:00,SIM,SERIPA-5,FINALIZADA,A-017/CENIPA/2015,1,2015-10-13,1,1,NULL,2016-07-30
53116,ACIDENTE,"PERDA DE CONTROLE EM VOO","BUENO BRANDÃO",MG,BRASIL,****,2015-02-19,13:40:00,SIM,SERIPA-3,ATIVA,A-023/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
44549,ACIDENTE,"OUTROS TIPOS",CORIBE,BA,BRASIL,SDKE,2011-02-04,14:00:00,SIM,SERIPA-2,FINALIZADA,A-036/CENIPA/2012,1,2012-03-22,4,1,NULL,2016-07-30
52811,ACIDENTE,"PERDA DE CONTROLE EM VOO",CAJAMAR,SP,BRASIL,****,2014-08-27,15:10:00,SIM,SERIPA-4,ATIVA,A-147/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
44853,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CAJAMAR,SP,BRASIL,****,2011-07-18,12:45:00,SIM,SERIPA-4,FINALIZADA,A-516/CENIPA/2016,1,2016-06-23,2,1,NULL,2016-07-30
44405,ACIDENTE,"OUTROS TIPOS",CAJAMAR,SP,BRASIL,****,2011-04-17,18:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47659,ACIDENTE,"PERDA DE CONTROLE EM VOO",CAJAMAR,SP,BRASIL,****,2013-04-22,14:00:00,SIM,SERIPA-4,ATIVA,A-077/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
35182,ACIDENTE,"PANE SECA",CAJATI,SP,BRASIL,****,2009-02-19,10:40:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
34496,ACIDENTE,"PERDA DE CONTROLE EM VOO",LAGES,SC,BRASIL,****,2008-10-28,17:00:00,SIM,SERIPA-5,ATIVA,A-539/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
60783,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",LAGES,SC,BRASIL,****,2015-12-13,14:00:00,SIM,SERIPA-5,ATIVA,A-173/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
43722,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CAJOBI,SP,BRASIL,****,2010-12-23,11:00:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
40328,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CORRENTINA,BA,BRASIL,****,2010-04-15,17:25:00,SIM,SERIPA-2,ATIVA,A-581/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
31675,ACIDENTE,"PERDA DE CONTROLE EM VOO",CORRENTINA,BA,BRASIL,****,2008-02-05,20:30:00,SIM,SERIPA-2,FINALIZADA,A-069/CENIPA/2010,1,2010-08-18,4,1,NULL,2016-07-30
39115,ACIDENTE,"PANE SECA",CORRENTINA,BA,BRASIL,SNTY,2010-02-07,17:40:00,SIM,SERIPA-2,FINALIZADA,A-031/CENIPA/2011,1,2011-07-21,2,1,NULL,2016-07-30
41374,ACIDENTE,"PERDA DE CONTROLE EM VOO",CORRENTINA,BA,BRASIL,****,2010-05-26,14:00:00,SIM,SERIPA-2,FINALIZADA,A-072/CENIPA/2011,1,2011-08-29,9,1,NULL,2016-07-30
45587,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CORRENTINA,BA,BRASIL,****,2012-02-05,20:27:00,SIM,SERIPA-2,FINALIZADA,A-580/CENIPA/2014,1,2014-08-15,0,1,NULL,2016-07-30
43992,ACIDENTE,"COM TREM DE POUSO",CORRENTINA,BA,BRASIL,****,2011-03-01,13:00:00,SIM,SERIPA-2,FINALIZADA,A-520/CENIPA/2015,1,2015-06-06,1,1,NULL,2016-07-30
44577,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",CORRENTINA,BA,BRASIL,****,2011-05-24,16:30:00,SIM,SERIPA-2,FINALIZADA,A-126/CENIPA/2012,1,2012-12-28,2,1,NULL,2016-07-30
51033,"INCIDENTE GRAVE","COLISÃO COM PÁSSARO",CORRENTINA,BA,BRASIL,SNTY,2014-04-30,11:30:00,SIM,SERIPA-2,FINALIZADA,IG-088/CENIPA/2014,1,2015-02-09,1,1,NULL,2016-07-30
44081,ACIDENTE,"PERDA DE CONTROLE EM VOO",CORRENTINA,BA,BRASIL,****,2011-03-05,12:00:00,SIM,SERIPA-2,ATIVA,A-585/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
25819,ACIDENTE,"MANOBRAS A BAIXA ALTURA",GUAÍBA,RS,BRASIL,****,2006-01-12,20:00:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
49880,ACIDENTE,"FALHA DO MOTOR EM VOO",COTEGIPE,BA,BRASIL,****,2013-10-12,18:40:00,SIM,SERIPA-2,ATIVA,A-183/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
46565,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",COTEGIPE,BA,BRASIL,****,2012-11-04,20:00:00,SIM,SERIPA-2,FINALIZADA,A-557/CENIPA/2014,1,2016-06-03,0,1,NULL,2016-07-30
47016,ACIDENTE,"PERDA DE CONTROLE EM VOO",LAGUNA,SC,BRASIL,****,2013-02-16,18:10:00,SIM,SERIPA-5,FINALIZADA,A-034/CENIPA/2013,1,2013-07-22,0,1,NULL,2016-07-30
53264,ACIDENTE,"FALHA DO MOTOR EM VOO","CABECEIRA GRANDE",MG,BRASIL,****,2015-05-01,17:00:00,SIM,SERIPA-3,FINALIZADA,"A-066/CENIPA/2015 ",1,2016-06-16,1,1,NULL,2016-07-30
28735,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",RAPOSA,MA,BRASIL,****,2007-03-31,20:15:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
44804,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO",OCARA,CE,BRASIL,****,2011-05-17,11:30:00,***,SERIPA-2,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
35588,ACIDENTE,"PERDA DE CONTROLE EM VOO",GURUPI,TO,BRASIL,****,2009-03-08,21:15:00,SIM,SERIPA-6,FINALIZADA,A-069/CENIPA/2009,1,2009-12-07,7,1,NULL,2016-07-30
31316,ACIDENTE,"PERDA DE CONTROLE EM VOO",GURUPI,TO,BRASIL,SWGI,2007-12-19,11:40:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
35057,"INCIDENTE GRAVE","POUSO BRUSCO",GURUPI,TO,BRASIL,****,2009-01-08,00:50:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
31076,ACIDENTE,"FALHA DO MOTOR EM VOO",GURUPI,TO,BRASIL,SWGI,2007-12-05,09:40:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53426,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CAMPINAS,SP,BRASIL,SDAM,2015-08-11,16:45:00,SIM,SERIPA-4,FINALIZADA,A-110/CENIPA/2015,1,2016-07-07,0,1,1,2016-07-30
46259,ACIDENTE,"CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO",CAMPINAS,SP,BRASIL,SDAM,2012-08-17,15:10:00,SIM,SERIPA-4,FINALIZADA,A-526/CENIPA/2014,1,2014-08-15,0,1,1,2016-07-30
46756,"INCIDENTE GRAVE","PERDA DE CONTROLE EM VOO",CAMPINAS,SP,BRASIL,SDAM,2012-12-20,09:55:00,SIM,SERIPA-4,FINALIZADA,IG-529/CENIPA/2014,1,2014-08-15,0,1,NULL,2016-07-30
46451,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO",CAMPINAS,SP,BRASIL,SDAM,2012-08-30,19:25:00,SIM,SERIPA-4,FINALIZADA,IG-550/CENIPA/2015,1,2016-04-22,1,1,NULL,2016-07-30
38646,ACIDENTE,"POUSO SEM TREM",CAMPINAS,SP,BRASIL,SDAM,2009-10-04,18:35:00,SIM,SERIPA-4,FINALIZADA,A-101/CENIPA/2012,1,2012-09-20,1,1,NULL,2016-07-30
46431,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE",CAMPINAS,SP,BRASIL,SBKP,2012-10-13,22:55:00,SIM,CENIPA,FINALIZADA,A-501/CENIPA/2015,1,2016-04-15,0,1,NULL,2016-07-30
51438,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",CAMPINAS,SP,BRASIL,SDAM,2014-05-28,13:25:00,***,SERIPA-4,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
34502,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CAMPINAS,SP,BRASIL,SDAM,2008-11-22,12:20:00,SIM,SERIPA-4,FINALIZADA,A-583/CENIPA/2014,1,2014-08-15,0,1,NULL,2016-07-30
52264,ACIDENTE,"POUSO SEM TREM",CAMPINAS,SP,BRASIL,SDAM,2014-08-11,20:52:00,SIM,SERIPA-4,ATIVA,A-133/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
50713,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",CAMPINAS,SP,BRASIL,SDAI,2012-01-07,18:15:00,SIM,SERIPA-4,FINALIZADA,IG-184/CENIPA/2013,1,2014-01-08,0,1,NULL,2016-07-30
34296,"INCIDENTE GRAVE","FALHA DO MOTOR NO SOLO",CAMPINAS,SP,BRASIL,SBKP,2008-09-05,14:06:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45466,ACIDENTE,"POUSO SEM TREM",CAMPINAS,SP,BRASIL,SDAM,2012-02-12,19:25:00,SIM,SERIPA-4,FINALIZADA,A-542/CENIPA/2015,1,2015-08-26,0,1,NULL,2016-07-30
26099,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",GUARATUBA,PR,BRASIL,****,2006-01-21,13:15:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
